휴양림명,구분,지역,지자체,1월 일반예약 오픈일시(복수),2월 일반예약 오픈일시(복수),3월 일반예약 오픈일시(복수),4월 일반예약 오픈일시(복수),5월 일반예약 오픈일시(복수),6월 일반예약 오픈일시(복수),7월 일반예약 오픈일시(복수),8월 일반예약 오픈일시(복수),9월 일반예약 오픈일시(복수),10월 일반예약 오픈일시(복수),11월 일반예약 오픈일시(복수),12월 일반예약 오픈일시(복수)
유명산 자연휴양림,국립,서울인천경기,가평군,2025-01-04 09:00; 2025-01-10 16:00; 2025-01-15 09:00; 2025-01-22 09:00,2025-02-04 09:00; 2025-02-10 16:00; 2025-02-15 09:00; 2025-02-19 09:00,2025-03-04 09:00; 2025-03-10 16:00; 2025-03-15 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-04 09:00; 2025-04-10 16:00; 2025-04-15 09:00; 2025-04-16 09:00; 2025-04-23 09:00,2025-05-04 09:00; 2025-05-10 16:00; 2025-05-15 09:00; 2025-05-21 09:00,2025-06-04 09:00; 2025-06-09 09:00; 2025-06-10 16:00; 2025-06-15 09:00; 2025-06-16 18:00; 2025-06-17 10:00; 2025-06-19 10:00; 2025-06-26 10:00,2025-07-04 09:00; 2025-07-10 16:00; 2025-07-15 09:00; 2025-07-16 09:00; 2025-07-23 09:00,2025-08-04 09:00; 2025-08-10 16:00; 2025-08-15 09:00; 2025-08-20 09:00,2025-09-04 09:00; 2025-09-10 16:00; 2025-09-15 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-04 09:00; 2025-10-10 16:00; 2025-10-15 09:00; 2025-10-22 09:00,2025-11-04 09:00; 2025-11-10 16:00; 2025-11-15 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
아세안 자연휴양림,국립,서울인천경기,양주시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
팔영산자연휴양림,공립,광주전남,고흥군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
광양백운산자연휴양림,공립,광주전남,광양시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
산수유자연휴양림,공립,광주전남,구례군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
제암산자연휴양림,공립,광주전남,보성군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
순천자연휴양림,공립,광주전남,순천시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
여수봉황산자연휴양림,공립,광주전남,여수시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
기찬자연휴양림,공립,광주전남,영암군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
전라남도 완도자연휴양림,공립,광주전남,완도군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
흑석산자연휴양림,공립,광주전남,해남군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
백아산자연휴양림,공립,광주전남,화순군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
한천자연휴양림,공립,광주전남,화순군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
토함산자연휴양림,공립,대구경북,경주시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
미숭산자연휴양림,공립,대구경북,고령군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
옥성자연휴양림,공립,대구경북,구미시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
군위장곡자연휴양림,공립,대구경북,군위군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
수도산자연휴양림,공립,대구경북,김천시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
비슬산자연휴양림,공립,대구경북,달성군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
화원자연휴양림,공립,대구경북,달성군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
문수산자연휴양림,공립,대구경북,봉화군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
성주봉자연휴양림,공립,대구경북,상주시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
독용산성자연휴양림,공립,대구경북,성주군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
